Order ID,Order Date,Region,Product,Category,Quantity,Unit Price,Sales,Cost,Profit
101044,2024-04-01,East,Laptop,Electronics,3,373.93,1121.79,833.31,288.48
101045,2024-04-01,East,Notebook,Office Supplies,2,7.19,14.38,10.54,3.84
101046,2024-04-01,South,Desk Organizer,Office Supplies,3,52.5,157.5,120.32,37.18
101047,2024-04-01,East,Notebook,Office Supplies,1,6.21,6.21,4.79,1.42
101048,2024-04-01,East,Monitor,Electronics,1,274.93,274.93,221.72,53.21
101049,2024-04-01,South,Paper Ream,Office Supplies,8,18.41,147.28,107.45,39.83
101050,2024-04-01,East,Notebook,Office Supplies,1,30.81,30.81,21.98,8.83
101051,2024-04-01,South,Filing Cabinet,Furniture,4,167.16,668.64,484.03,184.61
101052,2024-04-01,North,Headphones,Electronics,3,776.45,2329.35,1660.39,668.96
101053,2024-04-01,North,Notebook,Office Supplies,1,19.73,19.73,16.5,3.23
101054,2024-04-01,East,Standing Desk,Furniture,1,93.55,93.55,69.35,24.2
101055,2024-04-01,West,Paper Ream,Office Supplies,3,50.37,151.11,117.84,33.27
101056,2024-04-01,East,Pen Set,Office Supplies,4,15.23,60.92,51.4,9.52
101057,2024-04-01,West,Smartphone,Electronics,1,602.95,602.95,439.51,163.44
101058,2024-04-02,North,Tablet,Electronics,3,344.89,1034.67,868.87,165.8
101059,2024-04-02,South,Smartphone,Electronics,1,293.56,293.56,246.44,47.12
101060,2024-04-02,West,Stapler,Office Supplies,1,59.29,59.29,41.54,17.75
101061,2024-04-02,West,Filing Cabinet,Furniture,1,191.68,191.68,141.72,49.96
101062,2024-04-02,North,Desk Organizer,Office Supplies,1,54.28,54.28,41.93,12.35
101063,2024-04-02,South,Office Chair,Furniture,3,173.14,519.42,393.15,126.27
101064,2024-04-02,East,Monitor,Electronics,2,941.7,1883.4,1332.07,551.33
101065,2024-04-02,South,Monitor,Electronics,3,639.03,1917.09,1542.7,374.39
101066,2024-04-02,East,Conference Table,Furniture,1,241.3,241.3,173.57,67.73
101067,2024-04-03,North,Filing Cabinet,Furniture,5,267.79,1338.95,1072.43,266.52
101068,2024-04-03,South,Laptop,Electronics,1,165.02,165.02,121.17,43.85
101069,2024-04-03,North,Office Chair,Furniture,2,80.17,160.34,125.24,35.1
101070,2024-04-03,West,Desk Organizer,Office Supplies,6,58.12,348.72,265.01,83.71
101071,2024-04-03,North,Standing Desk,Furniture,3,139.73,419.19,334.96,84.23
101072,2024-04-03,North,Laptop,Electronics,3,436.8,1310.4,998.53,311.87
101073,2024-04-03,North,Headphones,Electronics,1,613.06,613.06,446.99,166.07
101074,2024-04-03,East,Desk Organizer,Office Supplies,6,56.16,336.96,251.2,85.76
101075,2024-04-03,East,Tablet,Electronics,1,247.18,247.18,181.92,65.26
101076,2024-04-03,South,Stapler,Office Supplies,1,38.73,38.73,32.41,6.32
101077,2024-04-03,North,Tablet,Electronics,5,193.43,967.15,727.87,239.28
101078,2024-04-03,West,Conference Table,Furniture,1,329.7,329.7,241.09,88.61
101079,2024-04-03,North,Conference Table,Furniture,4,199.29,797.16,586.87,210.29
101080,2024-04-03,North,Filing Cabinet,Furniture,1,269.37,269.37,221.56,47.81
101081,2024-04-03,East,Headphones,Electronics,2,161.27,322.54,258.03,64.51
101082,2024-04-03,South,Standing Desk,Furniture,8,378.34,3026.72,2498.31,528.41
101083,2024-04-03,East,Monitor,Electronics,2,535.81,1071.62,853.98,217.64
101084,2024-04-03,North,Monitor,Electronics,1,281.06,281.06,197.6,83.46
101085,2024-04-03,North,Smartphone,Electronics,2,804.76,1609.52,1245.07,364.45
101086,2024-04-04,South,Headphones,Electronics,1,631.36,631.36,489.07,142.29
101087,2024-04-04,East,Standing Desk,Furniture,2,265.94,531.88,412.5,119.38
101088,2024-04-04,South,Monitor,Electronics,2,291.85,583.7,473.23,110.47
101089,2024-04-04,West,Tablet,Electronics,5,406.0,2030.0,1620.14,409.86
101090,2024-04-04,South,Bookshelf,Furniture,1,211.53,211.53,177.36,34.17
101091,2024-04-04,East,Monitor,Electronics,1,360.38,360.38,265.06,95.32
101092,2024-04-04,East,Monitor,Electronics,3,929.86,2789.58,2209.38,580.2
101093,2024-04-04,North,Laptop,Electronics,2,166.83,333.66,269.61,64.05
101094,2024-04-04,North,Office Chair,Furniture,2,293.68,587.36,491.16,96.2
101095,2024-04-04,West,Bookshelf,Furniture,4,160.05,640.2,487.51,152.69
101096,2024-04-04,East,Monitor,Electronics,6,484.57,2907.42,2447.37,460.05
101097,2024-04-04,West,Tablet,Electronics,2,700.24,1400.48,1162.44,238.04
101098,2024-04-05,South,Conference Table,Furniture,1,618.92,618.92,457.83,161.09
101099,2024-04-05,East,Desk Organizer,Office Supplies,3,30.41,91.23,74.4,16.83
101100,2024-04-05,South,Bookshelf,Furniture,3,540.44,1621.32,1335.02,286.3
101101,2024-04-05,West,Monitor,Electronics,1,375.52,375.52,298.31,77.21
101102,2024-04-05,South,Smartphone,Electronics,5,747.28,3736.4,2872.31,864.09
101103,2024-04-05,West,Laptop,Electronics,1,550.64,550.64,393.44,157.2
101104,2024-04-05,East,Notebook,Office Supplies,1,43.26,43.26,33.54,9.72
101105,2024-04-05,East,Headphones,Electronics,2,828.17,1656.34,1306.66,349.68
101106,2024-04-05,East,Laptop,Electronics,1,442.76,442.76,342.24,100.52
101107,2024-04-05,South,Filing Cabinet,Furniture,1,390.6,390.6,328.05,62.55
101108,2024-04-05,North,Tablet,Electronics,3,865.23,2595.69,1860.83,734.86
101109,2024-04-05,North,Laptop,Electronics,1,394.17,394.17,291.72,102.45
101110,2024-04-05,West,Stapler,Office Supplies,1,39.4,39.4,31.8,7.6
101111,2024-04-06,West,Notebook,Office Supplies,2,46.15,92.3,77.73,14.57
101112,2024-04-06,North,Pen Set,Office Supplies,1,25.34,25.34,19.81,5.53
101113,2024-04-06,West,Monitor,Electronics,2,597.81,1195.62,983.89,211.73
101114,2024-04-06,North,Standing Desk,Furniture,1,133.08,133.08,94.1,38.98
101115,2024-04-06,South,Bookshelf,Furniture,4,564.91,2259.64,1671.67,587.97
101116,2024-04-06,East,Bookshelf,Furniture,3,213.47,640.41,452.5,187.91
101117,2024-04-06,East,Bookshelf,Furniture,2,152.18,304.36,249.84,54.52
101118,2024-04-06,South,Laptop,Electronics,6,208.49,1250.94,942.27,308.67
101119,2024-04-06,South,Notebook,Office Supplies,3,31.88,95.64,71.27,24.37
101120,2024-04-06,South,Laptop,Electronics,2,225.58,451.16,319.44,131.72
101121,2024-04-06,West,Bookshelf,Furniture,3,319.9,959.7,808.32,151.38
101122,2024-04-06,West,Monitor,Electronics,1,689.46,689.46,533.58,155.88
101123,2024-04-06,East,Headphones,Electronics,2,414.25,828.5,614.09,214.41
101124,2024-04-06,East,Bookshelf,Furniture,1,111.2,111.2,82.8,28.4
101125,2024-04-06,North,Laptop,Electronics,3,432.87,1298.61,916.68,381.93
101126,2024-04-06,East,Desk Organizer,Office Supplies,4,52.83,211.32,164.79,46.53
101127,2024-04-06,North,Tablet,Electronics,6,215.37,1292.22,941.22,351.0
101128,2024-04-06,South,Laptop,Electronics,2,657.07,1314.14,1022.1,292.04
101129,2024-04-06,East,Conference Table,Furniture,1,221.83,221.83,186.69,35.14
101130,2024-04-07,North,Stapler,Office Supplies,1,19.46,19.46,15.0,4.46
101131,2024-04-07,East,Smartphone,Electronics,3,402.29,1206.87,875.3,331.57
101132,2024-04-07,West,Conference Table,Furniture,3,538.35,1615.05,1342.6,272.45
101133,2024-04-07,South,Headphones,Electronics,2,534.33,1068.66,827.13,241.53
101134,2024-04-07,North,Smartphone,Electronics,6,614.88,3689.28,2932.94,756.34
101135,2024-04-07,North,Laptop,Electronics,3,233.7,701.1,552.69,148.41
101136,2024-04-07,South,Headphones,Electronics,1,248.61,248.61,194.95,53.66
101137,2024-04-07,East,Notebook,Office Supplies,1,20.27,20.27,16.16,4.11
101138,2024-04-07,East,Smartphone,Electronics,5,157.31,786.55,557.85,228.7
101139,2024-04-07,North,Headphones,Electronics,1,193.49,193.49,146.0,47.49
101140,2024-04-07,South,Tablet,Electronics,4,282.2,1128.8,891.26,237.54
101141,2024-04-08,North,Headphones,Electronics,4,464.88,1859.52,1325.63,533.89
101142,2024-04-08,North,Monitor,Electronics,1,663.04,663.04,505.48,157.56
101143,2024-04-08,West,Paper Ream,Office Supplies,1,43.57,43.57,32.37,11.2
101144,2024-04-08,West,Headphones,Electronics,1,424.24,424.24,354.03,70.21
101145,2024-04-08,West,Tablet,Electronics,1,313.85,313.85,226.01,87.84
101146,2024-04-08,South,Tablet,Electronics,1,644.48,644.48,475.89,168.59
101147,2024-04-08,East,Standing Desk,Furniture,1,316.91,316.91,263.26,53.65
101148,2024-04-08,North,Desk Organizer,Office Supplies,3,25.01,75.03,55.41,19.62
101149,2024-04-08,South,Stapler,Office Supplies,1,24.65,24.65,20.35,4.3
101150,2024-04-08,West,Conference Table,Furniture,2,437.46,874.92,617.48,257.44
101151,2024-04-08,West,Smartphone,Electronics,3,383.1,1149.3,954.76,194.54
101152,2024-04-09,East,Standing Desk,Furniture,5,299.6,1498.0,1201.09,296.91
101153,2024-04-09,West,Monitor,Electronics,4,580.99,2323.96,1744.2,579.76
101154,2024-04-09,South,Desk Organizer,Office Supplies,2,8.11,16.22,13.42,2.8
101155,2024-04-09,North,Bookshelf,Furniture,4,456.12,1824.48,1429.52,394.96
101156,2024-04-09,West,Paper Ream,Office Supplies,1,23.72,23.72,19.91,3.81
101157,2024-04-09,East,Desk Organizer,Office Supplies,5,41.86,209.3,158.11,51.19
101158,2024-04-09,East,Bookshelf,Furniture,3,355.21,1065.63,843.88,221.75
101159,2024-04-09,South,Tablet,Electronics,5,558.36,2791.8,2048.31,743.49
101160,2024-04-09,South,Tablet,Electronics,7,570.69,3994.83,3006.69,988.14
101161,2024-04-09,North,Conference Table,Furniture,1,128.25,128.25,92.98,35.27
101162,2024-04-09,East,Pen Set,Office Supplies,1,20.76,20.76,16.72,4.04
101163,2024-04-10,South,Laptop,Electronics,2,624.42,1248.84,973.21,275.63
101164,2024-04-10,South,Conference Table,Furniture,7,408.83,2861.81,2312.61,549.2
101165,2024-04-10,North,Monitor,Electronics,4,723.42,2893.68,2184.95,708.73
101166,2024-04-10,West,Standing Desk,Furniture,3,133.85,401.55,291.24,110.31
101167,2024-04-10,South,Monitor,Electronics,6,810.94,4865.64,3406.89,1458.75
101168,2024-04-10,East,Stapler,Office Supplies,4,41.09,164.36,133.07,31.29
101169,2024-04-10,North,Stapler,Office Supplies,1,50.18,50.18,36.01,14.17
101170,2024-04-10,South,Pen Set,Office Supplies,3,6.49,19.47,14.45,5.02
101171,2024-04-10,West,Stapler,Office Supplies,1,23.76,23.76,17.3,6.46
101172,2024-04-10,South,Office Chair,Furniture,4,240.67,962.68,699.7,262.98
101173,2024-04-10,North,Laptop,Electronics,2,358.45,716.9,606.27,110.63
101174,2024-04-10,South,Monitor,Electronics,4,429.32,1717.28,1379.99,337.29
101175,2024-04-10,West,Tablet,Electronics,7,878.72,6151.04,4756.54,1394.5
101176,2024-04-10,South,Tablet,Electronics,3,632.66,1897.98,1341.07,556.91
101177,2024-04-10,South,Office Chair,Furniture,5,87.78,438.9,336.09,102.81
101178,2024-04-10,North,Monitor,Electronics,1,348.54,348.54,254.44,94.1
101179,2024-04-10,South,Monitor,Electronics,4,223.3,893.2,726.05,167.15
101180,2024-04-10,East,Tablet,Electronics,1,710.05,710.05,565.44,144.61
101181,2024-04-10,West,Notebook,Office Supplies,3,23.02,69.06,55.0,14.06
101182,2024-04-11,East,Bookshelf,Furniture,2,541.93,1083.86,852.65,231.21
101183,2024-04-11,South,Headphones,Electronics,3,660.33,1980.99,1608.73,372.26
101184,2024-04-11,West,Stapler,Office Supplies,4,44.53,178.12,148.23,29.89
101185,2024-04-11,South,Desk Organizer,Office Supplies,4,29.37,117.48,88.3,29.18
101186,2024-04-11,East,Monitor,Electronics,1,373.48,373.48,281.34,92.14
101187,2024-04-11,South,Bookshelf,Furniture,6,496.53,2979.18,2191.37,787.81
101188,2024-04-11,East,Laptop,Electronics,3,445.15,1335.45,1119.57,215.88
101189,2024-04-11,North,Desk Organizer,Office Supplies,3,5.69,17.07,14.26,2.81
101190,2024-04-11,West,Notebook,Office Supplies,2,32.04,64.08,50.07,14.01
101191,2024-04-11,South,Stapler,Office Supplies,1,10.21,10.21,8.55,1.66
101192,2024-04-12,South,Desk Organizer,Office Supplies,3,15.01,45.03,33.56,11.47
101193,2024-04-12,North,Standing Desk,Furniture,7,488.33,3418.31,2473.98,944.33
101194,2024-04-12,East,Notebook,Office Supplies,1,26.24,26.24,21.31,4.93
101195,2024-04-12,South,Bookshelf,Furniture,4,159.62,638.48,484.43,154.05
101196,2024-04-12,South,Notebook,Office Supplies,2,36.79,73.58,55.68,17.9
101197,2024-04-12,East,Office Chair,Furniture,3,424.93,1274.79,956.26,318.53
101198,2024-04-12,East,Laptop,Electronics,1,189.49,189.49,147.37,42.12
101199,2024-04-12,North,Bookshelf,Furniture,2,86.48,172.96,129.94,43.02
101200,2024-04-12,North,Notebook,Office Supplies,2,37.52,75.04,55.0,20.04
101201,2024-04-13,North,Filing Cabinet,Furniture,1,136.01,136.01,97.56,38.45
101202,2024-04-13,West,Headphones,Electronics,1,213.46,213.46,150.09,63.37
101203,2024-04-13,West,Bookshelf,Furniture,2,394.32,788.64,659.22,129.42
101204,2024-04-13,West,Headphones,Electronics,1,559.9,559.9,453.04,106.86
101205,2024-04-13,South,Headphones,Electronics,5,753.83,3769.15,2751.74,1017.41
101206,2024-04-13,North,Tablet,Electronics,2,412.93,825.86,634.55,191.31
101207,2024-04-13,North,Bookshelf,Furniture,6,522.28,3133.68,2225.18,908.5
101208,2024-04-13,North,Tablet,Electronics,4,548.19,2192.76,1697.42,495.34
101209,2024-04-13,South,Standing Desk,Furniture,5,228.26,1141.3,869.19,272.11
101210,2024-04-13,North,Notebook,Office Supplies,1,13.71,13.71,10.0,3.71
101211,2024-04-13,East,Desk Organizer,Office Supplies,1,43.97,43.97,36.98,6.99
101212,2024-04-14,West,Notebook,Office Supplies,1,27.45,27.45,19.4,8.05
101213,2024-04-14,West,Pen Set,Office Supplies,2,11.8,23.6,17.26,6.34
101214,2024-04-14,West,Smartphone,Electronics,1,398.84,398.84,309.31,89.53
101215,2024-04-14,North,Standing Desk,Furniture,2,519.87,1039.74,768.01,271.73
101216,2024-04-14,South,Conference Table,Furniture,5,353.73,1768.65,1451.12,317.53
101217,2024-04-14,East,Stapler,Office Supplies,3,52.04,156.12,121.87,34.25
101218,2024-04-14,East,Smartphone,Electronics,2,197.1,394.2,283.11,111.09
101219,2024-04-14,North,Conference Table,Furniture,2,393.49,786.98,661.9,125.08
101220,2024-04-14,West,Smartphone,Electronics,1,373.75,373.75,271.09,102.66
101221,2024-04-14,East,Headphones,Electronics,4,529.76,2119.04,1645.36,473.68
101222,2024-04-14,North,Conference Table,Furniture,4,255.93,1023.72,815.04,208.68
101223,2024-04-14,West,Smartphone,Electronics,1,577.66,577.66,486.7,90.96
101224,2024-04-14,North,Laptop,Electronics,2,220.77,441.54,344.17,97.37
101225,2024-04-14,East,Headphones,Electronics,4,248.15,992.6,714.02,278.58
101226,2024-04-14,North,Filing Cabinet,Furniture,3,364.71,1094.13,771.27,322.86
101227,2024-04-14,West,Bookshelf,Furniture,4,461.34,1845.36,1434.65,410.71
101228,2024-04-14,North,Desk Organizer,Office Supplies,2,49.9,99.8,80.48,19.32
101229,2024-04-15,West,Tablet,Electronics,1,472.29,472.29,386.72,85.57
101230,2024-04-15,West,Standing Desk,Furniture,4,391.98,1567.92,1171.59,396.33
101231,2024-04-15,West,Tablet,Electronics,2,270.7,541.4,437.47,103.93
101232,2024-04-15,West,Bookshelf,Furniture,1,132.46,132.46,99.95,32.51
101233,2024-04-15,South,Conference Table,Furniture,1,99.08,99.08,78.82,20.26
101234,2024-04-15,North,Smartphone,Electronics,4,313.39,1253.56,993.65,259.91
101235,2024-04-15,North,Stapler,Office Supplies,4,47.76,191.04,140.32,50.72
101236,2024-04-15,West,Pen Set,Office Supplies,2,17.65,35.3,28.98,6.32
101237,2024-04-16,North,Conference Table,Furniture,2,145.47,290.94,218.78,72.16
101238,2024-04-16,West,Paper Ream,Office Supplies,2,17.03,34.06,27.44,6.62
101239,2024-04-16,South,Bookshelf,Furniture,1,85.78,85.78,61.68,24.1
101240,2024-04-16,North,Office Chair,Furniture,2,631.72,1263.44,959.77,303.67
101241,2024-04-16,South,Headphones,Electronics,1,473.29,473.29,398.65,74.64
101242,2024-04-16,South,Laptop,Electronics,1,275.75,275.75,206.81,68.94
101243,2024-04-16,South,Smartphone,Electronics,7,503.27,3522.89,2906.35,616.54
101244,2024-04-16,West,Headphones,Electronics,1,324.28,324.28,250.64,73.64
101245,2024-04-16,South,Pen Set,Office Supplies,1,44.62,44.62,37.6,7.02
101246,2024-04-16,East,Office Chair,Furniture,2,118.71,237.42,181.98,55.44
101247,2024-04-17,North,Conference Table,Furniture,7,513.26,3592.82,2946.74,646.08
101248,2024-04-17,West,Stapler,Office Supplies,1,34.56,34.56,28.19,6.37
101249,2024-04-17,East,Paper Ream,Office Supplies,1,25.64,25.64,20.76,4.88
101250,2024-04-17,North,Desk Organizer,Office Supplies,2,31.99,63.98,50.82,13.16
101251,2024-04-17,West,Headphones,Electronics,3,409.62,1228.86,1020.08,208.78
101252,2024-04-17,South,Monitor,Electronics,1,371.15,371.15,280.6,90.55
101253,2024-04-17,North,Monitor,Electronics,2,418.73,837.46,601.33,236.13
101254,2024-04-17,North,Conference Table,Furniture,3,471.51,1414.53,994.88,419.65
101255,2024-04-17,East,Bookshelf,Furniture,3,231.68,695.04,497.28,197.76
101256,2024-04-17,West,Paper Ream,Office Supplies,2,15.92,31.84,24.13,7.71
101257,2024-04-17,West,Laptop,Electronics,5,867.1,4335.5,3279.57,1055.93
101258,2024-04-17,East,Standing Desk,Furniture,2,105.13,210.26,153.33,56.93
101259,2024-04-18,West,Headphones,Electronics,1,287.25,287.25,201.37,85.88
101260,2024-04-18,East,Pen Set,Office Supplies,4,55.98,223.92,161.76,62.16
101261,2024-04-18,North,Paper Ream,Office Supplies,1,21.37,21.37,16.17,5.2
101262,2024-04-18,East,Office Chair,Furniture,3,442.21,1326.63,941.75,384.88
101263,2024-04-18,East,Bookshelf,Furniture,2,255.88,511.76,367.98,143.78
101264,2024-04-18,East,Office Chair,Furniture,1,215.46,215.46,175.41,40.05
101265,2024-04-18,South,Tablet,Electronics,3,410.26,1230.78,916.03,314.75
101266,2024-04-18,West,Bookshelf,Furniture,2,468.72,937.44,782.45,154.99
101267,2024-04-18,West,Notebook,Office Supplies,4,37.7,150.8,110.15,40.65
101268,2024-04-18,South,Standing Desk,Furniture,1,434.63,434.63,339.97,94.66
101269,2024-04-18,West,Paper Ream,Office Supplies,4,46.4,185.6,130.6,55.0
101270,2024-04-18,East,Monitor,Electronics,4,419.74,1678.96,1324.08,354.88
101271,2024-04-19,South,Tablet,Electronics,5,183.48,917.4,754.59,162.81
101272,2024-04-19,West,Monitor,Electronics,3,165.83,497.49,400.18,97.31
101273,2024-04-19,North,Laptop,Electronics,1,216.93,216.93,168.44,48.49
101274,2024-04-19,South,Laptop,Electronics,2,443.8,887.6,751.27,136.33
101275,2024-04-19,North,Office Chair,Furniture,2,445.31,890.62,633.39,257.23
101276,2024-04-19,East,Pen Set,Office Supplies,4,37.58,150.32,109.49,40.83
101277,2024-04-19,East,Filing Cabinet,Furniture,4,456.01,1824.04,1492.5,331.54
101278,2024-04-19,West,Notebook,Office Supplies,3,14.5,43.5,31.76,11.74
101279,2024-04-19,North,Tablet,Electronics,1,431.93,431.93,304.24,127.69
101280,2024-04-19,West,Paper Ream,Office Supplies,1,23.79,23.79,19.32,4.47
101281,2024-04-19,South,Conference Table,Furniture,2,434.24,868.48,616.4,252.08
101282,2024-04-20,East,Standing Desk,Furniture,5,568.21,2841.05,2252.72,588.33
101283,2024-04-20,East,Notebook,Office Supplies,2,56.52,113.04,86.97,26.07
101284,2024-04-20,East,Headphones,Electronics,5,667.83,3339.15,2571.69,767.46
101285,2024-04-20,North,Monitor,Electronics,7,783.74,5486.18,4002.7,1483.48
101286,2024-04-20,South,Laptop,Electronics,2,335.77,671.54,486.05,185.49
101287,2024-04-20,South,Filing Cabinet,Furniture,2,340.72,681.44,522.73,158.71
101288,2024-04-20,North,Notebook,Office Supplies,3,10.06,30.18,23.1,7.08
101289,2024-04-20,West,Laptop,Electronics,5,537.57,2687.85,2113.52,574.33
101290,2024-04-20,North,Tablet,Electronics,1,490.43,490.43,406.02,84.41
101291,2024-04-20,East,Stapler,Office Supplies,2,33.09,66.18,52.34,13.84
101292,2024-04-20,West,Bookshelf,Furniture,1,628.84,628.84,506.6,122.24
101293,2024-04-20,West,Standing Desk,Furniture,1,652.33,652.33,513.71,138.62
101294,2024-04-20,West,Conference Table,Furniture,7,269.23,1884.61,1387.5,497.11
101295,2024-04-20,West,Notebook,Office Supplies,1,23.92,23.92,17.22,6.7
101296,2024-04-20,North,Stapler,Office Supplies,3,39.23,117.69,85.03,32.66
101297,2024-04-20,East,Office Chair,Furniture,1,81.07,81.07,58.17,22.9
101298,2024-04-21,West,Tablet,Electronics,3,672.57,2017.71,1487.08,530.63
101299,2024-04-21,East,Stapler,Office Supplies,2,18.11,36.22,28.91,7.31
101300,2024-04-21,East,Bookshelf,Furniture,2,176.81,353.62,293.08,60.54
101301,2024-04-21,South,Monitor,Electronics,3,643.65,1930.95,1625.37,305.58
101302,2024-04-21,South,Monitor,Electronics,2,291.32,582.64,436.69,145.95
101303,2024-04-21,West,Stapler,Office Supplies,4,29.2,116.8,86.93,29.87
101304,2024-04-21,South,Notebook,Office Supplies,1,20.16,20.16,14.63,5.53
101305,2024-04-22,West,Bookshelf,Furniture,3,236.01,708.03,572.15,135.88
101306,2024-04-22,West,Filing Cabinet,Furniture,3,117.3,351.9,255.9,96.0
101307,2024-04-22,North,Desk Organizer,Office Supplies,2,17.4,34.8,29.55,5.25
101308,2024-04-22,South,Standing Desk,Furniture,3,164.66,493.98,368.71,125.27
101309,2024-04-22,West,Stapler,Office Supplies,3,51.85,155.55,113.21,42.34
101310,2024-04-22,East,Monitor,Electronics,1,604.14,604.14,445.75,158.39
101311,2024-04-23,South,Office Chair,Furniture,1,258.51,258.51,198.18,60.33
101312,2024-04-23,West,Tablet,Electronics,1,826.45,826.45,580.75,245.7
101313,2024-04-23,South,Stapler,Office Supplies,5,13.95,69.75,53.75,16.0
101314,2024-04-23,North,Tablet,Electronics,3,882.39,2647.17,2114.75,532.42
101315,2024-04-23,South,Stapler,Office Supplies,3,23.15,69.45,58.14,11.31
101316,2024-04-23,West,Bookshelf,Furniture,1,405.26,405.26,324.99,80.27
101317,2024-04-23,East,Stapler,Office Supplies,3,16.09,48.27,38.54,9.73
101318,2024-04-23,West,Headphones,Electronics,1,913.39,913.39,762.67,150.72
101319,2024-04-23,North,Desk Organizer,Office Supplies,1,19.34,19.34,16.04,3.3
101320,2024-04-23,North,Standing Desk,Furniture,2,412.19,824.38,584.68,239.7
101321,2024-04-23,North,Paper Ream,Office Supplies,4,30.22,120.88,100.46,20.42
101322,2024-04-24,East,Office Chair,Furniture,1,505.46,505.46,422.61,82.85
101323,2024-04-24,South,Laptop,Electronics,3,572.74,1718.22,1310.58,407.64
101324,2024-04-24,East,Conference Table,Furniture,6,520.17,3121.02,2375.73,745.29
101325,2024-04-24,West,Tablet,Electronics,1,707.89,707.89,600.98,106.91
101326,2024-04-24,South,Headphones,Electronics,4,261.13,1044.52,746.47,298.05
101327,2024-04-24,East,Pen Set,Office Supplies,5,22.44,112.2,83.31,28.89
101328,2024-04-24,East,Notebook,Office Supplies,3,14.78,44.34,33.76,10.58
101329,2024-04-24,North,Bookshelf,Furniture,4,327.59,1310.36,1079.83,230.53
101330,2024-04-24,South,Monitor,Electronics,1,473.84,473.84,363.61,110.23
101331,2024-04-24,South,Office Chair,Furniture,1,186.14,186.14,136.66,49.48
101332,2024-04-24,South,Paper Ream,Office Supplies,2,30.02,60.04,43.86,16.18
101333,2024-04-24,West,Filing Cabinet,Furniture,1,344.93,344.93,278.03,66.9
101334,2024-04-24,West,Office Chair,Furniture,1,239.48,239.48,172.52,66.96
101335,2024-04-24,North,Pen Set,Office Supplies,1,13.72,13.72,10.7,3.02
101336,2024-04-24,East,Tablet,Electronics,2,232.83,465.66,368.31,97.35
101337,2024-04-25,South,Smartphone,Electronics,1,332.28,332.28,245.74,86.54
101338,2024-04-25,South,Tablet,Electronics,2,181.14,362.28,285.63,76.65
101339,2024-04-25,East,Smartphone,Electronics,8,779.25,6234.0,4609.39,1624.61
101340,2024-04-25,West,Desk Organizer,Office Supplies,1,28.44,28.44,22.99,5.45
101341,2024-04-25,East,Smartphone,Electronics,1,715.22,715.22,557.02,158.2
101342,2024-04-25,North,Bookshelf,Furniture,4,509.13,2036.52,1655.79,380.73
101343,2024-04-25,West,Desk Organizer,Office Supplies,1,24.88,24.88,18.74,6.14
101344,2024-04-25,East,Standing Desk,Furniture,1,158.81,158.81,121.99,36.82
101345,2024-04-25,East,Bookshelf,Furniture,3,124.9,374.7,295.98,78.72
101346,2024-04-25,South,Headphones,Electronics,2,466.37,932.74,723.54,209.2
101347,2024-04-26,North,Laptop,Electronics,1,374.59,374.59,275.16,99.43
101348,2024-04-26,South,Smartphone,Electronics,3,338.65,1015.95,813.48,202.47
101349,2024-04-26,South,Tablet,Electronics,4,242.73,970.92,737.69,233.23
101350,2024-04-26,North,Bookshelf,Furniture,3,216.04,648.12,493.68,154.44
101351,2024-04-26,North,Notebook,Office Supplies,1,23.04,23.04,18.09,4.95
101352,2024-04-26,North,Notebook,Office Supplies,5,39.67,198.35,158.73,39.62
101353,2024-04-26,North,Notebook,Office Supplies,3,12.56,37.68,27.09,10.59
101354,2024-04-26,West,Filing Cabinet,Furniture,1,474.33,474.33,402.61,71.72
101355,2024-04-27,North,Stapler,Office Supplies,2,43.58,87.16,68.68,18.48
101356,2024-04-27,West,Pen Set,Office Supplies,1,20.85,20.85,17.7,3.15
101357,2024-04-27,South,Notebook,Office Supplies,2,24.64,49.28,37.03,12.25
101358,2024-04-27,East,Office Chair,Furniture,4,515.11,2060.44,1455.25,605.19
101359,2024-04-27,East,Desk Organizer,Office Supplies,8,40.42,323.36,238.09,85.27
101360,2024-04-27,South,Office Chair,Furniture,3,101.58,304.74,243.36,61.38
101361,2024-04-27,North,Office Chair,Furniture,1,343.04,343.04,264.92,78.12
101362,2024-04-27,North,Standing Desk,Furniture,2,195.69,391.38,310.48,80.9
101363,2024-04-27,South,Conference Table,Furniture,5,423.56,2117.8,1615.25,502.55
101364,2024-04-27,South,Filing Cabinet,Furniture,3,469.77,1409.31,1014.84,394.47
101365,2024-04-27,East,Smartphone,Electronics,2,422.81,845.62,596.27,249.35
101366,2024-04-28,West,Headphones,Electronics,1,629.44,629.44,450.02,179.42
101367,2024-04-28,East,Smartphone,Electronics,4,789.75,3159.0,2363.92,795.08
101368,2024-04-28,North,Notebook,Office Supplies,1,54.58,54.58,45.68,8.9
101369,2024-04-28,North,Paper Ream,Office Supplies,4,41.64,166.56,130.43,36.13
101370,2024-04-28,South,Monitor,Electronics,4,989.24,3956.96,2897.86,1059.1
101371,2024-04-28,North,Notebook,Office Supplies,2,30.03,60.06,46.79,13.27
101372,2024-04-28,East,Pen Set,Office Supplies,1,45.35,45.35,35.79,9.56
101373,2024-04-28,West,Bookshelf,Furniture,1,541.41,541.41,392.9,148.51
101374,2024-04-28,West,Smartphone,Electronics,3,570.28,1710.84,1426.89,283.95
101375,2024-04-28,South,Tablet,Electronics,1,560.74,560.74,418.04,142.7
